,date,cat__social_distancing_total_grade_B,cat__social_distancing_total_grade_C,cat__social_distancing_total_grade_C-,cat__social_distancing_total_grade_D,cat__social_distancing_total_grade_D+,cat__social_distancing_total_grade_D-,cat__social_distancing_total_grade_F,cat__social_distancing_visitation_grade_F,cat__social_distancing_encounters_grade_A,cat__social_distancing_encounters_grade_B,cat__social_distancing_encounters_grade_F,cat__social_distancing_travel_distance_grade_C,cat__social_distancing_travel_distance_grade_D,cat__social_distancing_travel_distance_grade_F,num__daily_state_test,num__precipitation,num__temperature,num__total_population,num__female_percent,num__area,num__population_density,num__latitude,num__longitude,num__hospital_beds_ratio,num__ventilator_capacity_ratio,num__icu_beds_ratio,num__houses_density,num__less_than_high_school_diploma,num__high_school_diploma_only,num__some_college_or_higher,num__total_college_population,num__percent_smokers,num__percent_diabetes,num__Religious_congregation_ratio,num__political_party,num__airport_distance,num__passenger_load_ratio,num__meat_plants,num__median_household_income,num__percent_insured,num__deaths_per_100000,num__gdp_per_capita,num__age_0_4,num__age_5_9,num__age_10_14,num__age_15_19,num__age_20_24,num__age_25_29,num__age_30_34,num__age_35_39,num__age_40_44,num__age_45_49,num__age_50_54,num__age_55_59,num__age_60_64,num__age_65_69,num__age_70_74,num__age_75_79,num__age_80_84,num__age_85_or_higher,num__immigrant_student_ratio,num__weekend,num__lagged_covid_19_confirmed_cases_15,num__lagged_covid_19_confirmed_cases_30,num__lagged_covid_19_confirmed_cases_45,num__rolling_covid_19_confirmed_cases_15,num__rolling_covid_19_confirmed_cases_30,num__rolling_covid_19_confirmed_cases_45,covid_19_confirmed_cases
10,2020-03-12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.9766294942028392,-0.394318012523217,-0.069510498099673,-1.4551915228366852e-11,0.0,5.684341886080803e-14,-1.1368683772161605e-13,0.0,2.8421709430404014e-14,-8.673617379884035e-19,0.0,2.710505431213761e-20,-1.4210854715202004e-14,0.0,-7.105427357601002e-15,0.0,1.6653345369377348e-16,0.0,0.0,-1.4210854715202004e-14,5.551115123125783e-17,2.8421709430404014e-14,4.440892098500626e-16,0.0,1.4551915228366852e-11,-1.4210854715202004e-14,0.0,7.105427357601002e-15,0.0,-8.881784197001252e-16,-1.7763568394002505e-15,1.7763568394002505e-15,1.7763568394002505e-15,8.881784197001252e-16,8.881784197001252e-16,0.0,-2.6645352591003757e-15,8.881784197001252e-16,-8.881784197001252e-16,-2.6645352591003757e-15,-8.881784197001252e-16,0.0,4.440892098500626e-16,-4.440892098500626e-16,0.0,-6.661338147750939e-16,3.469446951953614e-18,-0.6278220957736403,-0.7909649937581562,-0.84168625371395,-0.8387087173315535,-0.8254075575145071,-0.8310165876841208,-0.8536443150405386,44.0
11,2020-03-13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.9734196629571786,1.059951837589436,0.0486783841851033,-1.4551915228366852e-11,0.0,5.684341886080803e-14,-1.1368683772161605e-13,0.0,2.8421709430404014e-14,-8.673617379884035e-19,0.0,2.710505431213761e-20,-1.4210854715202004e-14,0.0,-7.105427357601002e-15,0.0,1.6653345369377348e-16,0.0,0.0,-1.4210854715202004e-14,5.551115123125783e-17,2.8421709430404014e-14,4.440892098500626e-16,0.0,1.4551915228366852e-11,-1.4210854715202004e-14,0.0,7.105427357601002e-15,0.0,-8.881784197001252e-16,-1.7763568394002505e-15,1.7763568394002505e-15,1.7763568394002505e-15,8.881784197001252e-16,8.881784197001252e-16,0.0,-2.6645352591003757e-15,8.881784197001252e-16,-8.881784197001252e-16,-2.6645352591003757e-15,-8.881784197001252e-16,0.0,4.440892098500626e-16,-4.440892098500626e-16,0.0,-6.661338147750939e-16,3.469446951953614e-18,-0.6278220957736403,-0.7909649937581562,-0.84168625371395,-0.8387087173315535,-0.8247402928946378,-0.8306166514745699,-0.8533202950121741,80.0
12,2020-03-14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.9735010738313312,-0.7262511931933942,-0.2399955784703193,-1.4551915228366852e-11,0.0,5.684341886080803e-14,-1.1368683772161605e-13,0.0,2.8421709430404014e-14,-8.673617379884035e-19,0.0,2.710505431213761e-20,-1.4210854715202004e-14,0.0,-7.105427357601002e-15,0.0,1.6653345369377348e-16,0.0,0.0,-1.4210854715202004e-14,5.551115123125783e-17,2.8421709430404014e-14,4.440892098500626e-16,0.0,1.4551915228366852e-11,-1.4210854715202004e-14,0.0,7.105427357601002e-15,0.0,-8.881784197001252e-16,-1.7763568394002505e-15,1.7763568394002505e-15,1.7763568394002505e-15,8.881784197001252e-16,8.881784197001252e-16,0.0,-2.6645352591003757e-15,8.881784197001252e-16,-8.881784197001252e-16,-2.6645352591003757e-15,-8.881784197001252e-16,0.0,4.440892098500626e-16,-4.440892098500626e-16,0.0,-6.661338147750939e-16,3.469446951953614e-18,1.5928079096479393,-0.7909649937581562,-0.84168625371395,-0.8387087173315535,-0.82319724346119,-0.8296917989899834,-0.8525709986965809,185.0
13,2020-03-15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.9718058635001384,0.619777853366314,-0.408893779360939,-1.4551915228366852e-11,0.0,5.684341886080803e-14,-1.1368683772161605e-13,0.0,2.8421709430404014e-14,-8.673617379884035e-19,0.0,2.710505431213761e-20,-1.4210854715202004e-14,0.0,-7.105427357601002e-15,0.0,1.6653345369377348e-16,0.0,0.0,-1.4210854715202004e-14,5.551115123125783e-17,2.8421709430404014e-14,4.440892098500626e-16,0.0,1.4551915228366852e-11,-1.4210854715202004e-14,0.0,7.105427357601002e-15,0.0,-8.881784197001252e-16,-1.7763568394002505e-15,1.7763568394002505e-15,1.7763568394002505e-15,8.881784197001252e-16,8.881784197001252e-16,0.0,-2.6645352591003757e-15,8.881784197001252e-16,-8.881784197001252e-16,-2.6645352591003757e-15,-8.881784197001252e-16,0.0,4.440892098500626e-16,-4.440892098500626e-16,0.0,-6.661338147750939e-16,3.469446951953614e-18,1.5928079096479393,-0.7909649937581562,-0.84168625371395,-0.8387087173315535,-0.8224215483405921,-0.8292268731463803,-0.8521943254136071,93.0
14,2020-03-16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.9684793773167384,-0.7693148112242761,-0.5627794282482395,-1.4551915228366852e-11,0.0,5.684341886080803e-14,-1.1368683772161605e-13,0.0,2.8421709430404014e-14,-8.673617379884035e-19,0.0,2.710505431213761e-20,-1.4210854715202004e-14,0.0,-7.105427357601002e-15,0.0,1.6653345369377348e-16,0.0,0.0,-1.4210854715202004e-14,5.551115123125783e-17,2.8421709430404014e-14,4.440892098500626e-16,0.0,1.4551915228366852e-11,-1.4210854715202004e-14,0.0,7.105427357601002e-15,0.0,-8.881784197001252e-16,-1.7763568394002505e-15,1.7763568394002505e-15,1.7763568394002505e-15,8.881784197001252e-16,8.881784197001252e-16,0.0,-2.6645352591003757e-15,8.881784197001252e-16,-8.881784197001252e-16,-2.6645352591003757e-15,-8.881784197001252e-16,0.0,4.440892098500626e-16,-4.440892098500626e-16,0.0,-6.661338147750939e-16,3.469446951953614e-18,-0.6278220957736403,-0.7909649937581562,-0.84168625371395,-0.8387087173315535,-0.8211704271783372,-0.8284769927534722,-0.8515867878604233,150.0
15,2020-03-17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.9614394484336176,-0.3769106874483137,-0.3276554443089678,-1.4551915228366852e-11,0.0,5.684341886080803e-14,-1.1368683772161605e-13,0.0,2.8421709430404014e-14,-8.673617379884035e-19,0.0,2.710505431213761e-20,-1.4210854715202004e-14,0.0,-7.105427357601002e-15,0.0,1.6653345369377348e-16,0.0,0.0,-1.4210854715202004e-14,5.551115123125783e-17,2.8421709430404014e-14,4.440892098500626e-16,0.0,1.4551915228366852e-11,-1.4210854715202004e-14,0.0,7.105427357601002e-15,0.0,-8.881784197001252e-16,-1.7763568394002505e-15,1.7763568394002505e-15,1.7763568394002505e-15,8.881784197001252e-16,8.881784197001252e-16,0.0,-2.6645352591003757e-15,8.881784197001252e-16,-8.881784197001252e-16,-2.6645352591003757e-15,-8.881784197001252e-16,0.0,4.440892098500626e-16,-4.440892098500626e-16,0.0,-6.661338147750939e-16,3.469446951953614e-18,-0.6278220957736403,-0.7908190550282537,-0.84168625371395,-0.8387087173315535,-0.8189851355482654,-0.8271622024645735,-0.8505215720171748,263.0
16,2020-03-18,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.9128008930445172,-0.6603085090000008,-0.0368766791250702,-1.4551915228366852e-11,0.0,5.684341886080803e-14,-1.1368683772161605e-13,0.0,2.8421709430404014e-14,-8.673617379884035e-19,0.0,2.710505431213761e-20,-1.4210854715202004e-14,0.0,-7.105427357601002e-15,0.0,1.6653345369377348e-16,0.0,0.0,-1.4210854715202004e-14,5.551115123125783e-17,2.8421709430404014e-14,4.440892098500626e-16,0.0,1.4551915228366852e-11,-1.4210854715202004e-14,0.0,7.105427357601002e-15,0.0,-8.881784197001252e-16,-1.7763568394002505e-15,1.7763568394002505e-15,1.7763568394002505e-15,8.881784197001252e-16,8.881784197001252e-16,0.0,-2.6645352591003757e-15,8.881784197001252e-16,-8.881784197001252e-16,-2.6645352591003757e-15,-8.881784197001252e-16,0.0,4.440892098500626e-16,-4.440892098500626e-16,0.0,-6.661338147750939e-16,3.469446951953614e-18,-0.6278220957736403,-0.7905271775684486,-0.84168625371395,-0.8387087173315535,-0.8156905164876608,-0.8251725198220575,-0.8489095723760609,398.0
17,2020-03-19,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.943580902759031,0.0975316479699032,0.3471684977392562,-1.4551915228366852e-11,0.0,5.684341886080803e-14,-1.1368683772161605e-13,0.0,2.8421709430404014e-14,-8.673617379884035e-19,0.0,2.710505431213761e-20,-1.4210854715202004e-14,0.0,-7.105427357601002e-15,0.0,1.6653345369377348e-16,0.0,0.0,-1.4210854715202004e-14,5.551115123125783e-17,2.8421709430404014e-14,4.440892098500626e-16,0.0,1.4551915228366852e-11,-1.4210854715202004e-14,0.0,7.105427357601002e-15,0.0,-8.881784197001252e-16,-1.7763568394002505e-15,1.7763568394002505e-15,1.7763568394002505e-15,8.881784197001252e-16,8.881784197001252e-16,0.0,-2.6645352591003757e-15,8.881784197001252e-16,-8.881784197001252e-16,-2.6645352591003757e-15,-8.881784197001252e-16,0.0,4.440892098500626e-16,-4.440892098500626e-16,0.0,-6.661338147750939e-16,3.469446951953614e-18,-0.6278220957736403,-0.7909649937581562,-0.84168625371395,-0.8387087173315535,-0.8111864803035431,-0.8224729504075885,-0.8467224371845998,540.0
18,2020-03-20,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.9257615333369436,0.2287083682532886,0.4587741131625528,-1.4551915228366852e-11,0.0,5.684341886080803e-14,-1.1368683772161605e-13,0.0,2.8421709430404014e-14,-8.673617379884035e-19,0.0,2.710505431213761e-20,-1.4210854715202004e-14,0.0,-7.105427357601002e-15,0.0,1.6653345369377348e-16,0.0,0.0,-1.4210854715202004e-14,5.551115123125783e-17,2.8421709430404014e-14,4.440892098500626e-16,0.0,1.4551915228366852e-11,-1.4210854715202004e-14,0.0,7.105427357601002e-15,0.0,-8.881784197001252e-16,-1.7763568394002505e-15,1.7763568394002505e-15,1.7763568394002505e-15,8.881784197001252e-16,8.881784197001252e-16,0.0,-2.6645352591003757e-15,8.881784197001252e-16,-8.881784197001252e-16,-2.6645352591003757e-15,-8.881784197001252e-16,0.0,4.440892098500626e-16,-4.440892098500626e-16,0.0,-6.661338147750939e-16,3.469446951953614e-18,-0.6278220957736403,-0.7906731162983511,-0.84168625371395,-0.8387087173315535,-0.8042135650259092,-0.8182836186125422,-0.8433283273874808,838.0
19,2020-03-21,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.8097504551229197,0.720243350835191,-0.2582934242832871,-1.4551915228366852e-11,0.0,5.684341886080803e-14,-1.1368683772161605e-13,0.0,2.8421709430404014e-14,-8.673617379884035e-19,0.0,2.710505431213761e-20,-1.4210854715202004e-14,0.0,-7.105427357601002e-15,0.0,1.6653345369377348e-16,0.0,0.0,-1.4210854715202004e-14,5.551115123125783e-17,2.8421709430404014e-14,4.440892098500626e-16,0.0,1.4551915228366852e-11,-1.4210854715202004e-14,0.0,7.105427357601002e-15,0.0,-8.881784197001252e-16,-1.7763568394002505e-15,1.7763568394002505e-15,1.7763568394002505e-15,8.881784197001252e-16,8.881784197001252e-16,0.0,-2.6645352591003757e-15,8.881784197001252e-16,-8.881784197001252e-16,-2.6645352591003757e-15,-8.881784197001252e-16,0.0,4.440892098500626e-16,-4.440892098500626e-16,0.0,-6.661338147750939e-16,3.469446951953614e-18,1.5928079096479393,-0.7899434226488384,-0.84168625371395,-0.8387087173315535,-0.7978411879061577,-0.8144292333929948,-0.840205584364117,771.0
20,2020-03-22,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.860642154758917,0.0409183502075118,-0.7361739185263572,-1.4551915228366852e-11,0.0,5.684341886080803e-14,-1.1368683772161605e-13,0.0,2.8421709430404014e-14,-8.673617379884035e-19,0.0,2.710505431213761e-20,-1.4210854715202004e-14,0.0,-7.105427357601002e-15,0.0,1.6653345369377348e-16,0.0,0.0,-1.4210854715202004e-14,5.551115123125783e-17,2.8421709430404014e-14,4.440892098500626e-16,0.0,1.4551915228366852e-11,-1.4210854715202004e-14,0.0,7.105427357601002e-15,0.0,-8.881784197001252e-16,-1.7763568394002505e-15,1.7763568394002505e-15,1.7763568394002505e-15,8.881784197001252e-16,8.881784197001252e-16,0.0,-2.6645352591003757e-15,8.881784197001252e-16,-8.881784197001252e-16,-2.6645352591003757e-15,-8.881784197001252e-16,0.0,4.440892098500626e-16,-4.440892098500626e-16,0.0,-6.661338147750939e-16,3.469446951953614e-18,1.5928079096479393,-0.7896515451890334,-0.84168625371395,-0.8387087173315535,-0.7906597524348146,-0.810079927114128,-0.836681866555652,870.0
