Region,Outlier
West,28.0
West,37.0
West,51.0
West,41.0
West,33.0
West,40.0
West,26.0
West,36.0
West,48.0
West,39.0
West,73.0
West,53.0
West,40.0
West,50.0
West,36.0
West,57.0
West,33.0
West,34.0
West,38.0
West,51.0
West,41.0
West,46.0
West,110.0
West,82.0
West,27.0
West,30.0
West,72.0
West,55.0
West,51.0
West,54.0
West,58.0
West,31.0
West,74.0
West,47.0
West,37.0
West,96.0
West,56.0
West,30.0
West,34.0
West,61.0
West,43.0
West,115.0
West,42.0
West,55.0
West,56.0
West,67.0
West,35.0
West,40.0
West,38.0
West,38.0
West,30.0
West,29.0
West,27.0
West,38.0
West,27.0
Southwest,353.0
Southwest,322.0
Southwest,227.0
Southwest,1063.0
Southwest,446.0
Southwest,435.0
Southwest,130.0
Southwest,329.0
Southwest,565.0
Southwest,307.0
Southwest,399.0
Southwest,348.0
Southwest,285.0
Southwest,224.0
Southwest,542.0
Southwest,110.0
Southwest,236.0
Southwest,226.0
Southwest,193.0
Southwest,147.0
Southwest,258.0
Southwest,250.0
Southwest,157.0
Southwest,125.0
Southwest,154.0
Southwest,219.0
Southwest,246.0
Southwest,114.0
Southwest,109.0
Southwest,154.0
Southwest,143.0
Southwest,109.0
Southwest,178.0
Southwest,120.0
Southwest,136.0
Southwest,87.0
Southwest,93.0
Southwest,136.0
Southwest,160.0
Southwest,143.0
Southwest,148.0
Southwest,208.0
Southwest,228.0
Southwest,262.0
Southwest,160.0
Southwest,222.0
Southwest,383.0
Southwest,316.0
Southwest,379.0
Southwest,274.0
Southwest,257.0
Southwest,215.0
Southwest,180.0
Southwest,260.0
Southwest,218.0
Southwest,160.0
Southwest,316.0
Southwest,165.0
Southwest,136.0
Southwest,460.0
Southwest,136.0
Southwest,139.0
Southwest,164.0
Southwest,138.0
Southwest,102.0
Southwest,136.0
Southwest,97.0
Southwest,101.0
Southwest,199.0
Southwest,116.0
Southwest,112.0
Southwest,173.0
Southwest,81.0
Southwest,92.0
Southwest,145.0
Southwest,148.0
Southwest,127.0
Southwest,644.0
Southwest,676.0
Southwest,186.0
Southwest,327.0
Southwest,353.0
Southwest,406.0
Southwest,259.0
Southwest,556.0
Southwest,132.0
Southwest,366.0
Southwest,346.0
Southwest,467.0
Southwest,743.0
Southwest,1110.0
Southwest,306.0
Southwest,482.0
Southwest,369.0
Southwest,368.0
Southwest,305.0
Southwest,574.0
Southwest,204.0
Southwest,314.0
Southwest,139.0
Southwest,541.0
Southwest,351.0
Southwest,222.0
Southwest,357.0
Southwest,243.0
Southwest,193.0
Southwest,169.0
Southwest,324.0
Southwest,169.0
Southwest,84.0
Southwest,134.0
Southwest,279.0
Southwest,80.0
Southwest,83.0
Southwest,174.0
Southwest,78.0
Southwest,87.0
Southwest,123.0
Southwest,90.0
Southwest,228.0
Southwest,90.0
Southwest,101.0
Southwest,924.0
Southwest,547.0
Southwest,663.0
Southwest,106.0
Southwest,577.0
Southwest,205.0
Southwest,291.0
Southwest,285.0
Southwest,617.0
Southwest,957.0
Southwest,857.0
Southwest,555.0
Southwest,184.0
Southwest,320.0
Southwest,389.0
Southwest,378.0
Southwest,304.0
Southwest,218.0
Southwest,180.0
Southwest,216.0
Southwest,194.0
Southwest,280.0
Southwest,257.0
Southwest,225.0
Southwest,94.0
Southwest,286.0
Southwest,92.0
Southwest,242.0
Southwest,107.0
Southwest,144.0
Southwest,125.0
Southwest,94.0
Southwest,135.0
Southwest,143.0
Southwest,161.0
Southwest,95.0
Southwest,182.0
Southwest,99.0
Southwest,169.0
Southwest,123.0
Southwest,113.0
Southwest,115.0
Southwest,160.0
Southwest,234.0
Southwest,614.0
Southwest,176.0
Southwest,99.0
Southwest,134.0
Southwest,218.0
Southwest,142.0
Southwest,303.0
Southwest,145.0
Southwest,533.0
Southwest,105.0
Southwest,2609.0
Southwest,2212.0
Southwest,1474.0
Southwest,1621.0
Southwest,1826.0
Southwest,2298.0
Southwest,3194.0
Southwest,3061.0
Southwest,2594.0
Southwest,1767.0
Southwest,3280.0
Southwest,2389.0
Southwest,1942.0
Southwest,2554.0
Southwest,2069.0
Southwest,1188.0
Southwest,1181.0
Southwest,900.0
Southwest,1796.0
Southwest,1519.0
Southwest,1708.0
Southwest,1608.0
Southwest,1033.0
Southwest,1198.0
Southwest,884.0
Southwest,1609.0
Southwest,1600.0
Southwest,1472.0
Southwest,1298.0
Southwest,993.0
Southwest,1019.0
Southwest,753.0
Southwest,1414.0
Southwest,1064.0
Southwest,1408.0
Southwest,1135.0
Southwest,792.0
Southwest,487.0
Southwest,420.0
Southwest,618.0
Southwest,2207.0
Southwest,1110.0
Southwest,809.0
Southwest,671.0
Southwest,393.0
Southwest,1099.0
Southwest,132.0
Southwest,153.0
Southwest,161.0
Southwest,296.0
Southwest,94.0
Southwest,205.0
Southwest,145.0
Southwest,123.0
Southwest,109.0
Southwest,128.0
Southwest,98.0
Southwest,87.0
Southwest,112.0
Southwest,86.0
Southwest,81.0
Southwest,100.0
Southwest,95.0
Southwest,82.0
Southwest,220.0
Southwest,137.0
Southwest,161.0
Southwest,177.0
Southwest,95.0
Southwest,157.0
Southwest,724.0
Southwest,366.0
Southwest,122.0
Southwest,337.0
Southwest,216.0
Southwest,264.0
Southwest,130.0
Southwest,105.0
Southwest,94.0
Southwest,225.0
Southwest,142.0
Southwest,80.0
Southwest,138.0
Southwest,85.0
Southwest,382.0
Southwest,83.0
Southwest,290.0
Southwest,134.0
Southwest,175.0
Southwest,87.0
Southwest,658.0
Southwest,114.0
Southwest,123.0
Southwest,80.0
Southwest,401.0
Southwest,119.0
Southwest,97.0
Southwest,361.0
Southwest,88.0
Southwest,81.0
Southwest,95.0
Southwest,82.0
Southwest,372.0
Southwest,140.0
Southwest,188.0
Southwest,418.0
Southwest,637.0
Southwest,558.0
Southwest,422.0
Southwest,253.0
Southwest,580.0
Southwest,322.0
Southwest,565.0
Southwest,886.0
Southwest,1051.0
Southwest,245.0
Southwest,348.0
Southwest,683.0
Southwest,513.0
Southwest,342.0
Southwest,216.0
Southwest,287.0
Southwest,295.0
Southwest,429.0
Southwest,372.0
Southwest,493.0
Southwest,153.0
Southwest,353.0
Southwest,335.0
Southwest,448.0
Southwest,369.0
Southwest,323.0
Southwest,408.0
Southwest,254.0
Southwest,94.0
Southwest,287.0
Southwest,120.0
Southwest,313.0
Southwest,251.0
Southwest,223.0
Southwest,113.0
Southwest,151.0
Southwest,194.0
Southwest,281.0
Southwest,142.0
Southwest,147.0
Southwest,170.0
Southwest,150.0
Southwest,135.0
Southwest,87.0
Southwest,96.0
Southwest,382.0
Southwest,469.0
Southwest,500.0
Southwest,151.0
Southwest,356.0
Southwest,490.0
Southwest,764.0
Southwest,711.0
Southwest,1531.0
Southwest,1393.0
Southwest,607.0
Southwest,696.0
Southwest,983.0
Southwest,1828.0
Southwest,710.0
Southwest,430.0
Southwest,326.0
Southwest,526.0
Southwest,1262.0
Southwest,456.0
Southwest,338.0
Southwest,196.0
Southwest,126.0
Southwest,1049.0
Southwest,244.0
Southwest,153.0
Southwest,397.0
Southwest,284.0
Southwest,585.0
Southwest,163.0
Southwest,133.0
Southwest,205.0
Southwest,693.0
Southwest,220.0
Southwest,215.0
Southwest,156.0
Southwest,196.0
Southwest,300.0
Southwest,251.0
Southwest,1245.0
Southwest,234.0
Southwest,204.0
Southwest,738.0
Southwest,399.0
Southwest,711.0
Southwest,276.0
Southwest,158.0
Southwest,224.0
Southwest,262.0
Southwest,1085.0
Southwest,292.0
Southwest,119.0
Southwest,167.0
Southwest,241.0
Southwest,902.0
Southwest,234.0
Southwest,127.0
Southwest,194.0
Southwest,206.0
Southwest,533.0
Southwest,114.0
Southwest,145.0
Southwest,394.0
Southwest,372.0
Southwest,110.0
Southwest,115.0
Southwest,542.0
Southwest,466.0
Southwest,284.0
Southwest,452.0
Southwest,585.0
Southwest,220.0
Southwest,398.0
Southwest,304.0
Southwest,513.0
Southwest,260.0
Southwest,360.0
Southwest,1243.0
Southwest,975.0
Southwest,470.0
Southwest,614.0
Southwest,964.0
Southwest,786.0
Southwest,440.0
Southwest,586.0
Southwest,797.0
Southwest,522.0
Southwest,474.0
Southwest,660.0
Southwest,432.0
Southwest,211.0
Southwest,420.0
Southwest,385.0
Southwest,356.0
Southwest,485.0
Southwest,253.0
Southwest,228.0
Southwest,269.0
Southwest,237.0
Southwest,366.0
Southwest,370.0
Southwest,710.0
Southwest,233.0
Southwest,133.0
Southwest,218.0
Southwest,301.0
Southwest,175.0
Southwest,158.0
Southwest,156.0
Southwest,269.0
Southwest,274.0
Southwest,380.0
Southwest,529.0
Southwest,306.0
Southwest,343.0
Southwest,290.0
Southwest,348.0
Southwest,263.0
Southwest,652.0
Southwest,551.0
Southwest,417.0
Southwest,228.0
Southwest,182.0
Southwest,236.0
Southwest,266.0
Southwest,406.0
Southwest,279.0
Southwest,334.0
Southwest,282.0
Southwest,202.0
Southwest,214.0
Southwest,232.0
Southwest,304.0
Southwest,291.0
Southwest,337.0
Southwest,187.0
Southwest,267.0
Southwest,228.0
Southwest,277.0
Southwest,548.0
Southwest,253.0
Southwest,304.0
Southwest,267.0
Southwest,250.0
Southwest,325.0
Southwest,453.0
Southwest,443.0
Southwest,308.0
Southwest,674.0
Southwest,284.0
Southwest,361.0
Southwest,445.0
Southwest,265.0
Southwest,208.0
Southwest,294.0
Southwest,264.0
Southwest,152.0
Southwest,148.0
Southwest,88.0
Southwest,178.0
Southwest,92.0
Southwest,147.0
Southwest,98.0
Southwest,106.0
Southwest,116.0
Southwest,142.0
Southwest,110.0
Southwest,109.0
Southwest,104.0
Southwest,135.0
Southwest,81.0
Southwest,101.0
Southwest,83.0
Southwest,91.0
Southwest,89.0
Southwest,80.0
Southwest,79.0
Southwest,89.0
Southwest,134.0
Southwest,79.0
Southwest,79.0
Southwest,84.0
Southwest,89.0
Southwest,141.0
Southwest,402.0
Southwest,85.0
Southwest,184.0
Southwest,561.0
Southwest,1006.0
Southwest,156.0
Southwest,250.0
Southwest,375.0
Southwest,357.0
Southwest,193.0
Southwest,178.0
Southwest,113.0
Southwest,130.0
Southwest,509.0
Southwest,414.0
Southwest,158.0
Southwest,140.0
Southwest,584.0
Southwest,123.0
Southwest,158.0
Southwest,222.0
Southwest,99.0
Southwest,105.0
Southwest,260.0
Southwest,159.0
Southwest,677.0
Southwest,200.0
Southwest,119.0
Southwest,161.0
Southwest,115.0
Southwest,123.0
Southwest,99.0
Southwest,200.0
Southwest,133.0
Southwest,87.0
Southwest,132.0
Southwest,208.0
Southwest,113.0
Southwest,104.0
Southwest,105.0
Southwest,163.0
Southwest,149.0
Southwest,198.0
Southwest,78.0
Southwest,93.0
Southwest,90.0
Southwest,135.0
Southwest,118.0
Southwest,96.0
Southwest,95.0
Southwest,91.0
Southwest,79.0
Southwest,165.0
Southwest,133.0
Southwest,88.0
Southwest,111.0
Southwest,89.0
Southwest,297.0
Southwest,370.0
Southwest,126.0
Southwest,180.0
Southwest,147.0
Southwest,129.0
Southwest,138.0
Southwest,110.0
Southwest,182.0
Southwest,408.0
Southwest,305.0
Southwest,168.0
Southwest,236.0
Southwest,98.0
Southwest,208.0
Southwest,139.0
Southwest,212.0
Southwest,267.0
Southwest,740.0
Southwest,268.0
Southwest,97.0
Southwest,281.0
Southwest,516.0
Southwest,351.0
Southwest,222.0
Southwest,207.0
Southwest,236.0
Southwest,213.0
Southwest,173.0
Southwest,238.0
Southwest,192.0
Southwest,323.0
Southwest,140.0
Southwest,155.0
Southwest,87.0
Southwest,214.0
Southwest,207.0
Southwest,199.0
Southwest,336.0
Southwest,116.0
Southwest,337.0
Southwest,191.0
Southwest,197.0
Southwest,233.0
Southwest,188.0
Southwest,106.0
Southwest,137.0
Southwest,289.0
Southwest,274.0
Southwest,132.0
Southwest,123.0
Southwest,82.0
Southwest,91.0
Southwest,110.0
Southwest,85.0
Southwest,78.0
Southwest,245.0
Southwest,120.0
Southwest,171.0
Southwest,104.0
Southwest,158.0
Southwest,124.0
Southwest,91.0
Southwest,117.0
Southwest,94.0
Southwest,102.0
Southwest,111.0
Southwest,95.0
Southwest,223.0
Southwest,125.0
Southwest,114.0
Southwest,83.0
Southwest,204.0
Southwest,94.0
Southwest,136.0
Southwest,84.0
Southwest,88.0
Southwest,197.0
Southwest,117.0
Southwest,84.0
Southwest,79.0
Southwest,125.0
Southwest,92.0
Southwest,139.0
Southwest,119.0
Southwest,82.0
Southwest,117.0
Southwest,150.0
Southwest,161.0
Southwest,156.0
Southwest,78.0
Southwest,145.0
Southwest,171.0
Southwest,160.0
Southwest,158.0
Southwest,99.0
Southwest,298.0
Southwest,301.0
Southwest,591.0
Southwest,737.0
Southwest,90.0
Southwest,271.0
Southwest,426.0
Southwest,162.0
Southwest,127.0
Southwest,190.0
Southwest,149.0
Southwest,162.0
Southwest,98.0
Southwest,103.0
Southwest,365.0
Southwest,215.0
Southwest,156.0
Southwest,287.0
Southwest,166.0
Southwest,116.0
Southwest,119.0
Southwest,141.0
Southwest,115.0
Southwest,105.0
Southwest,194.0
Southwest,89.0
Southwest,88.0
Southwest,98.0
Southwest,213.0
Southwest,291.0
Southwest,245.0
Southwest,88.0
Southwest,256.0
Southwest,141.0
Southwest,387.0
Southwest,687.0
Southwest,94.0
Southwest,204.0
Southwest,258.0
Southwest,346.0
Southwest,267.0
Southwest,118.0
Southwest,186.0
Southwest,95.0
Southwest,314.0
Southwest,178.0
Southwest,102.0
Southwest,109.0
Southwest,155.0
Southwest,266.0
Southwest,137.0
Southwest,110.0
Southwest,125.0
Southwest,139.0
Southwest,151.0
Southwest,156.0
Southwest,91.0
Southwest,125.0
Southwest,241.0
Southwest,533.0
Southwest,193.0
Southwest,488.0
Southwest,106.0
Southwest,119.0
Southwest,181.0
Southwest,207.0
Southwest,163.0
Southwest,138.0
Southwest,368.0
Southwest,96.0
Southwest,307.0
Southwest,120.0
Southwest,84.0
Southwest,296.0
Southwest,97.0
Southwest,109.0
Southwest,201.0
Southwest,149.0
Southwest,89.0
Southwest,78.0
Southwest,79.0
Southwest,90.0
Southwest,144.0
Southwest,94.0
Southwest,85.0
Southwest,92.0
Southwest,84.0
Southwest,90.0
Southwest,78.0
Southwest,93.0
Southwest,79.0
Southwest,92.0
Southwest,91.0
Southwest,78.0
Southwest,79.0
Southwest,128.0
Southwest,105.0
Southwest,1052.0
Southwest,922.0
Southwest,980.0
Southwest,919.0
Southwest,931.0
Southwest,566.0
Southwest,621.0
Southwest,806.0
Southwest,749.0
Southwest,727.0
Southwest,685.0
Southwest,495.0
Southwest,435.0
Southwest,488.0
Southwest,888.0
Southwest,782.0
Southwest,628.0
Southwest,591.0
Southwest,618.0
Southwest,277.0
Southwest,442.0
Southwest,1215.0
Southwest,454.0
Southwest,332.0
Southwest,335.0
Southwest,152.0
Southwest,473.0
Southwest,536.0
Southwest,497.0
Southwest,364.0
Southwest,267.0
Southwest,437.0
Southwest,657.0
Southwest,305.0
Southwest,418.0
Southwest,239.0
Southwest,99.0
Southwest,229.0
Southwest,186.0
Southwest,345.0
Southwest,248.0
Southwest,162.0
Southwest,140.0
Southwest,125.0
Southwest,79.0
Southwest,179.0
Southwest,107.0
Southwest,78.0
Southwest,123.0
Southwest,88.0
Southwest,155.0
Southwest,105.0
Southwest,179.0
Southwest,88.0
Southwest,78.0
Southwest,122.0
Southwest,120.0
Southwest,94.0
Southwest,96.0
Southwest,-96.0
Southwest,111.0
Southwest,219.0
Southwest,201.0
Southwest,171.0
Southwest,148.0
Southwest,127.0
Southwest,192.0
Southwest,207.0
Southwest,205.0
Southwest,159.0
Southwest,182.0
Southwest,120.0
Southwest,155.0
Southwest,131.0
Southwest,165.0
Southwest,263.0
Southwest,159.0
Southwest,150.0
Southwest,99.0
Southwest,81.0
Southwest,151.0
Southwest,200.0
Southwest,181.0
Southwest,148.0
Southwest,129.0
Southwest,123.0
Southwest,146.0
Southwest,157.0
Southwest,169.0
Southwest,176.0
Southwest,177.0
Southwest,154.0
Southwest,125.0
Southwest,118.0
Southwest,145.0
Southwest,166.0
Southwest,168.0
Southwest,350.0
Southwest,124.0
Southwest,110.0
Southwest,108.0
Southwest,256.0
Southwest,205.0
Southwest,200.0
Southwest,241.0
Southwest,196.0
Southwest,272.0
Southwest,104.0
Southwest,120.0
Southwest,141.0
Southwest,98.0
Southwest,118.0
Southwest,106.0
Southwest,163.0
Southwest,102.0
Southwest,183.0
Southwest,93.0
Southwest,96.0
Southwest,79.0
Southwest,154.0
Southwest,88.0
Southwest,94.0
Southwest,80.0
Southwest,98.0
Southwest,228.0
Southwest,145.0
Southwest,88.0
Southwest,83.0
Southwest,129.0
Southwest,119.0
Southwest,104.0
Southwest,87.0
Southwest,148.0
Southwest,173.0
Southwest,104.0
Southwest,149.0
Southwest,208.0
Southwest,255.0
Southwest,177.0
Southwest,146.0
Southwest,147.0
Southwest,142.0
Southwest,219.0
Southwest,205.0
Southwest,304.0
Southwest,210.0
Southwest,198.0
Southwest,309.0
Southwest,101.0
Midwest,30.0
Midwest,21.0
Midwest,25.0
Midwest,23.0
Midwest,23.0
Midwest,26.0
Midwest,23.0
Midwest,22.0
Midwest,22.0
Midwest,35.0
Midwest,33.0
Midwest,27.0
Midwest,31.0
Midwest,29.0
Midwest,22.0
Midwest,38.0
Midwest,34.0
Midwest,46.0
Midwest,48.0
Midwest,98.0
Midwest,51.0
Midwest,22.0
Midwest,87.0
Midwest,23.0
Midwest,100.0
Midwest,58.0
Midwest,55.0
Midwest,39.0
Midwest,36.0
Midwest,59.0
Midwest,100.0
Midwest,568.0
Midwest,146.0
Midwest,57.0
Midwest,40.0
Midwest,160.0
Midwest,100.0
Midwest,83.0
Midwest,65.0
Midwest,116.0
Midwest,43.0
Midwest,24.0
Midwest,74.0
Midwest,31.0
Midwest,21.0
Midwest,21.0
Midwest,24.0
Midwest,21.0
Midwest,24.0
Midwest,26.0
Midwest,21.0
Midwest,23.0
Midwest,25.0
Midwest,25.0
Midwest,38.0
Midwest,23.0
Midwest,24.0
Midwest,28.0
Midwest,26.0
Midwest,38.0
Midwest,28.0
Midwest,21.0
Midwest,36.0
Midwest,26.0
Midwest,26.0
Midwest,29.0
Midwest,33.0
Midwest,24.0
Midwest,53.0
Midwest,22.0
Midwest,41.0
Midwest,33.0
Midwest,34.0
Midwest,21.0
Midwest,29.0
Midwest,24.0
Midwest,25.0
Midwest,806.0
Midwest,638.0
Midwest,582.0
Midwest,534.0
Midwest,497.0
Midwest,681.0
Midwest,725.0
Midwest,852.0
Midwest,863.0
Midwest,582.0
Midwest,501.0
Midwest,536.0
Midwest,560.0
Midwest,744.0
Midwest,936.0
Midwest,620.0
Midwest,616.0
Midwest,660.0
Midwest,551.0
Midwest,841.0
Midwest,745.0
Midwest,887.0
Midwest,923.0
Midwest,741.0
Midwest,569.0
Midwest,546.0
Midwest,749.0
Midwest,519.0
Midwest,882.0
Midwest,551.0
Midwest,879.0
Midwest,574.0
Midwest,415.0
Midwest,624.0
Midwest,396.0
Midwest,1533.0
Midwest,1071.0
Midwest,462.0
Midwest,544.0
Midwest,450.0
Midwest,329.0
Midwest,562.0
Midwest,723.0
Midwest,666.0
Midwest,449.0
Midwest,473.0
Midwest,416.0
Midwest,556.0
Midwest,27.0
Midwest,38.0
Midwest,23.0
Midwest,23.0
Midwest,21.0
Midwest,22.0
Midwest,34.0
Midwest,25.0
Midwest,25.0
Midwest,90.0
Midwest,113.0
Midwest,90.0
Midwest,88.0
Midwest,131.0
Midwest,115.0
Midwest,122.0
Midwest,95.0
Midwest,134.0
Midwest,78.0
Midwest,79.0
Midwest,115.0
Midwest,84.0
Midwest,81.0
Midwest,101.0
Midwest,122.0
Midwest,77.0
Midwest,140.0
Midwest,119.0
Midwest,138.0
Midwest,121.0
Midwest,120.0
Midwest,156.0
Midwest,92.0
Midwest,131.0
Midwest,92.0
Midwest,102.0
Midwest,97.0
Midwest,99.0
Midwest,99.0
Midwest,95.0
Midwest,122.0
Midwest,64.0
Midwest,91.0
Midwest,70.0
Midwest,269.0
Midwest,138.0
Midwest,75.0
Midwest,63.0
Midwest,114.0
Midwest,93.0
Midwest,112.0
Midwest,122.0
Midwest,112.0
Midwest,84.0
Midwest,101.0
Midwest,86.0
Midwest,95.0
Midwest,32.0
Midwest,28.0
Midwest,22.0
Midwest,24.0
Midwest,40.0
Midwest,28.0
Midwest,25.0
Midwest,30.0
Midwest,26.0
Midwest,23.0
Midwest,23.0
Midwest,22.0
Midwest,22.0
Midwest,37.0
Midwest,25.0
Midwest,22.0
Midwest,22.0
Midwest,37.0
Midwest,22.0
Midwest,22.0
Midwest,29.0
Midwest,35.0
Midwest,25.0
Midwest,25.0
Midwest,30.0
Midwest,105.0
Midwest,69.0
Midwest,62.0
Midwest,39.0
Midwest,97.0
Midwest,81.0
Midwest,92.0
Midwest,120.0
Midwest,81.0
Midwest,49.0
Midwest,44.0
Midwest,75.0
Midwest,70.0
Midwest,79.0
Midwest,73.0
Midwest,57.0
Midwest,27.0
Midwest,130.0
Midwest,70.0
Midwest,82.0
Midwest,50.0
Midwest,104.0
Midwest,82.0
Midwest,57.0
Midwest,37.0
Midwest,61.0
Midwest,99.0
Midwest,46.0
Midwest,50.0
Midwest,47.0
Midwest,56.0
Midwest,49.0
Midwest,81.0
Midwest,69.0
Midwest,41.0
Midwest,157.0
Midwest,108.0
Midwest,29.0
Midwest,46.0
Midwest,26.0
Midwest,65.0
Midwest,62.0
Midwest,77.0
Midwest,69.0
Midwest,47.0
Midwest,54.0
Midwest,59.0
Midwest,86.0
Midwest,43.0
Midwest,22.0
Midwest,28.0
Midwest,26.0
Midwest,25.0
Midwest,26.0
Midwest,31.0
Midwest,25.0
Midwest,42.0
Midwest,48.0
Midwest,21.0
Midwest,64.0
Midwest,23.0
Midwest,21.0
Midwest,32.0
Midwest,36.0
Midwest,28.0
Midwest,24.0
Midwest,21.0
Midwest,23.0
Midwest,21.0
Midwest,26.0
Midwest,103.0
Midwest,97.0
Midwest,30.0
Midwest,107.0
Midwest,134.0
Midwest,92.0
Midwest,61.0
Midwest,115.0
Midwest,126.0
Midwest,53.0
Midwest,71.0
Midwest,111.0
Midwest,87.0
Midwest,108.0
Midwest,97.0
Midwest,87.0
Midwest,51.0
Midwest,93.0
Midwest,110.0
Midwest,106.0
Midwest,77.0
Midwest,73.0
Midwest,67.0
Midwest,49.0
Midwest,80.0
Midwest,90.0
Midwest,145.0
Midwest,51.0
Midwest,156.0
Midwest,76.0
Midwest,67.0
Midwest,72.0
Midwest,45.0
Midwest,58.0
Midwest,70.0
Midwest,239.0
Midwest,145.0
Midwest,41.0
Midwest,58.0
Midwest,99.0
Midwest,30.0
Midwest,93.0
Midwest,111.0
Midwest,117.0
Midwest,76.0
Midwest,42.0
Midwest,70.0
Midwest,111.0
Midwest,45.0
Midwest,76.0
Midwest,55.0
Midwest,27.0
Midwest,24.0
Midwest,53.0
Midwest,32.0
Midwest,22.0
Midwest,21.0
Midwest,32.0
Midwest,23.0
Midwest,32.0
Midwest,22.0
Midwest,22.0
Midwest,32.0
Midwest,23.0
Midwest,55.0
Midwest,23.0
Midwest,28.0
Midwest,21.0
Midwest,24.0
Midwest,33.0
Midwest,22.0
Midwest,35.0
Midwest,23.0
Midwest,25.0
Midwest,27.0
Midwest,34.0
Midwest,42.0
Midwest,43.0
Midwest,32.0
Midwest,30.0
Midwest,29.0
Midwest,40.0
Midwest,63.0
Midwest,40.0
Midwest,26.0
Midwest,29.0
Midwest,32.0
Midwest,29.0
Midwest,29.0
Midwest,27.0
Midwest,29.0
Midwest,25.0
Midwest,28.0
Midwest,29.0
Midwest,25.0
Midwest,25.0
Midwest,30.0
Midwest,35.0
Midwest,28.0
Midwest,31.0
Midwest,47.0
Midwest,31.0
Midwest,45.0
Midwest,31.0
Midwest,41.0
Midwest,21.0
Midwest,26.0
Midwest,26.0
Midwest,88.0
Midwest,47.0
Midwest,25.0
Midwest,24.0
Midwest,30.0
Midwest,22.0
Midwest,27.0
Midwest,32.0
Midwest,23.0
Midwest,23.0
Midwest,27.0
Midwest,26.0
Midwest,52.0
Midwest,42.0
Midwest,40.0
Midwest,68.0
Midwest,78.0
Midwest,56.0
Midwest,50.0
Midwest,62.0
Midwest,73.0
Midwest,56.0
Midwest,95.0
Midwest,200.0
Midwest,114.0
Midwest,81.0
Midwest,194.0
Midwest,99.0
Midwest,292.0
Midwest,96.0
Midwest,57.0
Midwest,33.0
Midwest,22.0
Midwest,35.0
Midwest,86.0
Midwest,44.0
Midwest,54.0
Midwest,28.0
Midwest,22.0
Midwest,49.0
Midwest,24.0
Midwest,23.0
Midwest,33.0
Midwest,28.0
Midwest,33.0
Midwest,28.0
Midwest,24.0
Midwest,32.0
Midwest,46.0
Midwest,62.0
Midwest,22.0
Midwest,23.0
Midwest,27.0
Midwest,31.0
Midwest,52.0
Midwest,38.0
Midwest,49.0
Midwest,36.0
Midwest,44.0
Midwest,54.0
Midwest,90.0
Midwest,60.0
Midwest,60.0
Midwest,61.0
Midwest,43.0
Midwest,68.0
Midwest,75.0
Midwest,78.0
Midwest,114.0
Midwest,82.0
Midwest,60.0
Midwest,41.0
Midwest,89.0
Midwest,48.0
Midwest,77.0
Midwest,75.0
Midwest,62.0
Midwest,59.0
Midwest,44.0
Midwest,60.0
Midwest,86.0
Midwest,66.0
Midwest,50.0
Midwest,88.0
Midwest,26.0
Midwest,58.0
Midwest,62.0
Midwest,80.0
Midwest,37.0
Midwest,161.0
Midwest,68.0
Midwest,50.0
Midwest,38.0
Midwest,49.0
Midwest,46.0
Midwest,62.0
Midwest,87.0
Midwest,92.0
Midwest,36.0
Midwest,38.0
Midwest,74.0
Midwest,68.0
Midwest,21.0
Midwest,27.0
Midwest,22.0
Midwest,62.0
Midwest,24.0
Midwest,43.0
Midwest,31.0
Midwest,63.0
Midwest,28.0
Midwest,22.0
Midwest,39.0
Midwest,58.0
Midwest,46.0
Midwest,43.0
Midwest,37.0
Midwest,49.0
Midwest,33.0
Midwest,23.0
Midwest,37.0
Midwest,50.0
Midwest,41.0
Midwest,49.0
Midwest,59.0
Midwest,24.0
Midwest,27.0
Midwest,49.0
Midwest,49.0
Midwest,35.0
Midwest,45.0
Midwest,47.0
Midwest,23.0
Midwest,25.0
Midwest,30.0
Midwest,35.0
Midwest,30.0
Midwest,24.0
Midwest,57.0
Midwest,24.0
Midwest,27.0
Midwest,25.0
Midwest,78.0
Midwest,37.0
Midwest,43.0
Midwest,23.0
Midwest,53.0
Midwest,43.0
Midwest,21.0
Midwest,69.0
Midwest,53.0
Midwest,50.0
Midwest,24.0
Midwest,67.0
Midwest,25.0
Midwest,28.0
Midwest,26.0
Midwest,23.0
Midwest,32.0
Midwest,24.0
Midwest,25.0
Midwest,22.0
Midwest,34.0
Midwest,23.0
Midwest,52.0
Midwest,35.0
Midwest,36.0
Midwest,29.0
Midwest,26.0
Midwest,28.0
Midwest,23.0
Midwest,52.0
Midwest,25.0
Midwest,23.0
Midwest,41.0
Midwest,57.0
Midwest,31.0
Midwest,57.0
Midwest,60.0
Midwest,28.0
Midwest,22.0
Midwest,26.0
Midwest,24.0
Midwest,28.0
Midwest,22.0
Midwest,30.0
Midwest,88.0
Midwest,62.0
Midwest,41.0
Midwest,45.0
Midwest,41.0
Midwest,57.0
Midwest,92.0
Midwest,52.0
Midwest,56.0
Midwest,53.0
Midwest,22.0
Midwest,79.0
Midwest,48.0
Midwest,60.0
Midwest,74.0
Midwest,81.0
Midwest,55.0
Midwest,59.0
Midwest,67.0
Midwest,75.0
Midwest,38.0
Midwest,59.0
Midwest,91.0
Midwest,68.0
Midwest,76.0
Midwest,52.0
Midwest,48.0
Midwest,49.0
Midwest,51.0
Midwest,69.0
Midwest,83.0
